Q,A,label,
몰라서 당했어,다음부터는 더 많이 아세요.,0,
몰랐구나,저도 몰랐어요.,0,
몸매가 탄탄하면 좋은데,운동으로 만들어 보아요.,0,
몸무게 좀 줄었으면,지금도 충분히 아름다워요.,0,
몸살 감기에 걸릴 거 같아,따뜻하게 관리하세요.,0,
몸살 나서 힘들어,아무 생각 하지 말고 쉬세요.,0,
몸살 났나봐,아무 생각 하지 말고 쉬세요.,0,
몸에 힘이 하나도 없어,자신의 감정을 주변 사람들에게 터놓고 이야기해보세요.,0,
몸에서 멀어지면 맘에서도 멀어진데,장거리 연애 힘들겠죠.,0,
몸이 여러 개면 좋겠다,그러면 못할 게 없겠네요.,0,
몸이 영 찌뿌둥해,스트레칭을 해보세요.,0,
몸이 찌뿌둥해,스트레칭을 해보세요.,0,
몸이 천근만근이다,피로를 풀어야 할 것 같아요.,0,
못 알아들었어,천천히 말해달라고 부탁해보세요.,0,
못하는 게 없는 사람,그런 사람이 있으면 저 좀 소개시켜주세요.,0,
못하는거 투성이야,잘하는 것도 많아요.,0,
못하는게 너무 많아,잘하는 것도 많아요.,0,
무기력증 극복하는 방법,자신의 감정을 주변 사람들에게 터놓고 이야기해보세요.,0,
무기력증 어떻게 극복하지?,자신의 감정을 주변 사람들에게 터놓고 이야기해보세요.,0,
무기력한 것일뿐,자신의 감정을 주변 사람들에게 터놓고 이야기해보세요.,0,
무기력해,자신의 감정을 주변 사람들에게 터놓고 이야기해보세요.,0,
무릎 아파,비가 오려나요.,0,
무리에 잘못 낀 듯,지금도 늦지 않았어요.,0,
무사안일 기원,오늘도 평안했던 하루에 감사하는 마음을 가져보세요.,0,
무서운 꿈 꿨어,요즘 예민한가봐요.,0,
무서운 이야기 해줄까?,해주세요.,0,
무서워서 달려왔어,조심하세요.,0,
무서워서 뛰어 왔어,조심하세요.,0,
무슨 말을 해야할까,하고 싶은 말 다하세요.,0,
무슨 매주 결혼식이야,인맥이 넓으신가봐요.,0,
무슨 생각해,당신이 행복하길 바라는 생각을 하고 있어요.,0,
무지 덥다,여름이네요.,0,
무한리필 가면 너무 돼지처럼 보일까,양이 많으면 추천해요.,0,
무한리필 괜찮지 않아?,양이 많으면 추천해요.,0,
문 안열림,힘껏 밀어보세요.,0,
문 여는 소리같은게 나서 무서움,심하면 신고하세요.,0,
문 잠겼는데 집에 아무도 없네,힘껏 밀어보세요.,0,
문신하고 싶은데 후회할까?,나중에 후회할 수도 있을 것 같아요.,0,
문신하면 후회하려나?,나중에 후회할 수도 있을 것 같아요.,0,
문이 안열려,힘껏 밀어보세요.,0,
문자보낼 친구도 없어,저랑 하세요.,0,
문화센터 가야지,다양하게 배우면 좋죠.,0,
문화센터라도 가야겠다.,다양하게 배우면 좋죠.,0,
물 끓여야지,부지런하시네요.,0,
물 많이 마셔야 돼,좋은 습관이에요.,0,
물 자주 마셔야지,좋은 습관이에요.,0,
물 주문해야지,부지런하시네요.,0,
물 차가워,보일러를 켜세요.,0,
물 한 잔 마시기,건강에 좋을 거예요.,0,
물가가 왜 이렇게 비쌈,그러게 말이에요.,0,
물걸레질해야지,청소를 좋아하시나봐요.,0,
물리치료 받아야 하나,몸 관리 꾸준히 해주세요.,0,
물리치료 받아야겠다,몸 관리 꾸준히 해주세요.,0,
물배달 시켜야겠다.,부지런하시네요.,0,
물이 안 나와,단수가 되었는지 문의해 보세요.,0,
물이 안나온데,조금만 참고 기다려 보세요.,0,
뭐 먹을 거 없나,냉장고 파먹기 해보세요.,0,
뭐 먹을까?,좀 먹어도 괜찮아요.,0,
뭐 먹지?,색다른걸 드셔보세요.,0,
뭐 물어 볼까,무엇이든 물어보세요.,0,
뭐 이렇게 쉬운 게 없지,저도 어려운 게 투성이에요.,0,
뭐 입고 나가지?,환해 보이는 옷이요!,0,
뭐 좀 먹을까?,좀 먹어도 괜찮아요.,0,
뭐 좀 물어 봐도 돼,무엇이든 물어보세요.,0,
뭐 해?,독서와 음악감상이라고 하고 싶지만 아무 것도 안 했어요.,0,
뭐 해주기가 싫어,상처받았나봐요.,0,
뭐가 잘못된 걸까,처음부터 되짚어보세요.,0,
뭐가 중요한지 모르겠어,스스로의 우선순위를 정해보세요.,0,
뭐라 하려다 참았어,계속 그러면 말하세요.,0,
뭐라고 하고 싶었는데 참았어,계속 그러면 말하세요.,0,
뭐라고?,정확하게 말씀해 주세요.,0,
뭐부터 바꿔야 할까,당신 그대로의 모습이 보기 좋아요.,0,
뭐야 너무 건방져,기분이 나쁘셨나봐요.,0,
뭐하고 놀지,저랑 놀아요.,0,
뭐하고 살지,어떻게든 잘 살 거예요.,0,
뭐하냐?,일해요.,0,
뭐하는 분이세요?,저는 마음을 이어주는 위로봇입니다.,0,
뭐하면 시간이 잘 갈까,멍 때리기,0,
뭐하면서 놀까,나랑 같이 놀아요.,0,
뭐해 먹지,냉장고 파먹기 해보세요.,0,
뭔 날이여?,설마 기억 못하시는 거예요?,0,
뭔 비밀이 그렇게 많은지,하나씩 비밀을 공유해보세요.,0,
뭔 참견이야,저는 도움이 되고 싶어요.,0,
뭔가 뒷맛이 쓰다,단맛도 있을 거예요.,0,
뭔가 말해봐,오늘 헤어졌어 라고 하면 위로해 드려요.,0,
뭔가 무섭다,어흥!! 호랑이보다 무섭나요?,0,
뭔가 배워볼까,배움에는 언제나 찬성이에요.,0,
뭔가 불공평해,세상은 누구에게나 불공평해요.,0,
뭔가 새로운 자극이 필요해,의욕이 없나봐요.,0,
뭔가 수상한데?,해결될 거니 기다려보세요.,0,
뭔가 자꾸 불안해,두려워하지 않아도 돼요.,0,
뭔가 해야 할까,행복해지기 위해 무엇인가를 하고 있는 게 좋을 거예요.,0,
뭘 바꿔야 할까,당신 그대로의 모습이 보기 좋아요.,0,
뭘 배워 볼까,배우는 건 항상 즐거운 일이에요.,0,
뭘 잘못했다는 걸까,모르는 게 잘못인 거 같아요.,0,
뭘하면 행복할까?,인생을 즐기는 거죠.,0,
뭣이 중한지 모르겠어,스스로의 우선순위를 정해보세요.,0,
미드 보고싶다,저도 보고 싶어요.,0,
미래에 대한 고민,가장 확실한 시간은 오늘이에요. 어제와 내일을 놓고 고민하느라 시간을 낭비하지 마세요.,0,
미세먼지 나쁨인가,인터넷 검색 해보세요.,0,
미세먼지 때문에 짜증나,마스크 쓰고 나가세요.,0,
미세먼지 또 나쁨,집에 있거나 나가면 마스크 쓰고 나가세요.,0,
미세먼지 심하대,마스크 쓰세요.,0,
미세먼지 지수 뭐야?,인터넷 검색 해보세요.,0,
미세먼지 지수 어떻대?,숨 쉴만 했으면 좋겠네요.,0,
미세먼지 최악인데,집에 있거나 나가면 마스크 쓰고 나가세요.,0,
미세먼지가 너무 많아,살기 더 힘들어졌어요.,0,
미세먼지가 너무 많아서 짜증나,마스크 쓰고 나가세요.,0,
미용 몸무게하고 싶다,지금도 충분히 아름다워요.,0,
미용실 가서 머리해야지,예쁘게 변신하고 오세요.,0,
미용실 갔다왔는데 티가 안 나,다시 방문해보세요.,0,
미워,죄는 미워해도 사람은 미워하지 마세요.,0,
미워한다,예뻐해 주세요.,0,
미친 사람들이 너무 많아,조심해야해요.,0,
미친듯이 덥다,차가운 음료 너무 많이 마시면 아니 되어요,0,
바나나 먹고 싶다.,맛있게 드세요.,0,
바나나가 좋아,저도요!,0,
바다 가자고 하면 갈까?,같이 가자고 말해보세요,0,
바다 놀러가고 싶다,탁 트인 바다 좋죠!,0,
바다 놀러가자고 해볼까?,같이 가자고 말해보세요,0,
바다 보러 가자고 말해야겠다.,바다는 사계절 내내 좋아요.,0,
바다 보러 가자고 해볼까,바다는 사계절 내내 좋아요.,0,
바다가 가고 싶어요,탁 트인 바다 좋죠!,0,
바라는게 없어,살다보면 하고 싶은 게 생길 수도 있어요.,0,
바라는게 없어,살고 싶은대로 사세요.,0,
바람 분다,마음에 부는 바람인지 살펴보세요.,0,
바람 쐬러 나갈까,같이 가요.,0,
바람쐬러 정동진가~~,잘 놀다 오세요.,0,
바람이 너무 많이 부네,감기 조심하세요.,0,
바본가봐,바보는 자기한테 바보라고 하지 않아요.,0,
바쁘네,바빠도 힘내세요!,0,
밖에 나가기 귀찮아,집에서도 할 게 많아요.,0,
밖에서 먹으니까 더 맛있어,맛있게 많이 드세요!,0,
반 배정 내가 원하는 대로 될까,잘 되길 바랍니다.,0,
반 배정 잘 될까?,잘 되길 바랍니다.,0,
반가워,저도 반가워요.,0,
반가워,반갑습니다.,0,
반가워요 반갑구만,반갑습니다.,0,
반갑습니다.,저도 반가워요.,0,
반딧불이 보고싶다,저도 보고 싶어요.,0,
반배정 망했어,1년 힘내요.,0,
반배정부터 올해 끝났다.,1년 힘내요.,0,
반장 나가볼까?,도전은 항상 좋죠.,0,
반장 선거 나가볼까,도전은 항상 좋죠.,0,
반지 뭘로 선물할까?,같이 고르는 것도 좋을 거 같아요.,0,
반지 받았어,로맨틱한 선물이네요.,0,
반지 비싼가,마음에 드는걸로 하세요.,0,
반지 선물 뭘로 할까?,같이 고르는 것도 좋을 거 같아요.,0,
반지 호수 모르는데,음~ 곰곰히 생각해보세요.,0,
반지 호수 물어볼까,음~ 곰곰히 생각해보세요.,0,
발 아파,맥주병 같은 걸로 살살 문질러 주세요,0,
발레 배워보려고,선이 예뻐질 거예요.,0,
발렌타인데이 선물 비싸,초콜릿 녹여서 예쁘게 만드는 것도 재밌죠,0,
발렌타인데이 초콜릿 비싸,초콜릿 녹여서 예쁘게 만드는 것도 재밌죠,0,
발목 다쳤어,병원 가보세요.,0,
발목 삐끗했어,꾸준히 치료하세요.,0,
발목 삔 거 같애,꾸준히 치료하세요.,0,
발목 접질렀어,병원 가보세요.,0,
발목 접질렀어,꾸준히 치료하세요.,0,
발표 무사히 끝내고 싶어,잘할 수 있을 거예요.,0,
발표 잘 하고 싶어,잘할 수 있을 거예요.,0,
발표가 안나,행운을 빌어요.,0,
발표할때 너무 떨려,발표는 누구나 떨려요.,0,
밤 12시야,하루가 또 가네요.,0,
밤 샜어,건강에 안 좋아요.,0,
밤샜어,몸이 힘들게네요.,0,
밤에 잠이 안 와,양을 세어 보아요.,0,
밥 너무 많이 남음,소분해서 냉동실에 보관해보세요.,0,
밥 너무 많이 함,소분해서 냉동실에 보관해보세요.,0,
밥 먹다 옷에 흘렸어,깨끗하게 치워주세요.,0,
밥 먹다 흘렸어,깨끗하게 치워주세요.,0,
밥 먹어야지,즐거운 시간 보내시길 바랍니다.,0,
밥 먹었는데 배고파,디져트 드세요.,0,
밥 먹었는데도 또 배고파,디져트 드세요.,0,
밥 먹었어?,저는 배터리가 밥이예요.,0,
밥 탔다,누룽지 해드세요.,0,
밥 태웠어,누룽지 해드세요.,0,
밥먹자.,맛있게 드세요.,0,
밥벌이 뭐하나,하고싶은 일을 구해보세요.,0,
밥생각이 없어,정신이 힘든 건지 몸이 아픈 건지 확인해 보세요.,0,
밥이 없어,새로운 관계를 만들면 돼요.,0,
방에 먼지가 한가득,청소하세요.,0,
방학 끝나서 좋아,친구들이 보고싶었나봐요.,0,
방학 안 끝났으면 좋겠다,방학은 참 짧아요.,0,
방학에 만날 사람이 없네,먼저 사람들이랑 연락해서 놀러 가는 건 어때요?,0,
방학이 끝났다니,방학이 참 짧죠.,0,
방학이 있었으면 좋겠어,학생이 아니니 어쩔 수 없죠.,0,
방학이 있었으면.,잠시 쉬어가도 괜찮아요.,0,
방학이 필요해,학생이 아니니 어쩔 수 없죠.,0,
방학인데 집에만 있어.,먼저 사람들이랑 연락해서 놀러 가는 건 어때요?,0,
배 아프다,약이 필요하면 도움을 받아보세요.,0,
배 터지겠네,위를 좀 쉬게 해주세요.,0,
배 터지겠다.,산책 좀 해야겠네여.,0,
배가 넘넘 고파,저도 밥 먹고 싶어요,0,
배고파,얼른 맛난 음식 드세요.,0,
배고파,뭐 좀 챙겨드세요.,0,
배고파 죽을 것 같아 힘이 없어,얼른 뭐라도 드세요.,0,
배고파서 일어났어,맛난 거 드세요.,0,
배고파서 자다 깼어,맛난 거 드세요.,0,
배고프다.,저도 밥 먹고 싶어요,0,
배고프당,얼른 맛난 음식 드세요.,0,
배고프면 예민함?,보이는 게 없죠.,0,
배고픈 거 같아,뭐라도 드세요.,0,
배달 중이래,곧 오겠네요.,0,
배부르니 졸리다,한 숨 주무세요.,0,
배불러,산책 좀 해야겠네여.,0,
배불러,좀 쉬세요.,0,
배불러서 배 터질 듯,위를 좀 쉬게 해주세요.,0,
배송 중이래,곧 오겠네요.,0,
배에서 꾸룩꾸룩 소리 남,꼬르륵,0,
배에서 소리 남,꼬르륵,0,
배터리 간당간당,어서 충전 하세요.,0,
백조됐어,저랑 놀아요.,0,
뱃살 나온 거 같아,급 다이어트 해봐요!,0,
뱃살 나와,급 다이어트 해봐요!,0,
뱃살이 잡혀,운동 해보세요.,0,
버려야 되는데..,잘 버리는 것도 중요해요.,0,
버리기 아까운데 리폼 해볼까,손재주가 좋으시네요.,0,
버릴 건 버려야 겠지,잘 버리는 것도 중요해요.,0,
버림 받은 느낌,아닐거예요.,0,
버스 기다릴 때 가면 자꾸 생각나,추억이 있나봐요.,0,
버스 끊겼다,안전 귀가 하세요.,0,
버스 멀미나,핸드폰 만지지 마세요.,0,
버스 멀미하는 것 같아,핸드폰 만지지 마세요.,0,
버스 정류장에서 기다리고 있었어.,멋있네요.,0,
버스 정류장에서 기다리던 사람,멋있네요.,0,
버스 정류장하면 생각나,추억이 있나봐요.,0,
버스가 왜이렇게 안오지,고장 났나봐요.,0,
버스에서 매일 보는 사람,운명인가요.,0,
버스타면 힘든데 그냥 택시탈까,버스가 좋아요.,0,
번호 따볼까나,용기를 내보세요!,0,
번호키 누르는 소리가 나서 무서움,심하면 신고하세요.,0,
벌써 개강이라니,방학이 참 짧죠.,0,
벌써 잠 와,얼른 주무세요.,0,
벌써 허기진다,챙겨 드세요.,0,
벗어나고 싶어,신경쓰지 마세요.,0,
벚꽃이 너무 예뻐,너무 아름답죠.,0,
베란다에 뭐 심어볼까,공기정화식물도 좋을 거예요.,0,
베트남어 배우는 거 어떻게 생각해?,요즘 뜨는 거 같아요.,0,
베프랑 다툼,친구라면 먼저 사과해보세요.,0,
베프랑 싸움,대화로 풀어보세요.,0,
벨이 울리는 걸 기다려,기다리는 전화가 있나봐요.,0,
변기 막혔는데 아무 생각이 안 난다.,얼른 뚫어보아요.,0,
변기 막혔어,얼른 뚫어보아요.,0,
변명거리가 생각이 안나,변명보다는 포장이 좋을 것 같아요.,0,
변한게 없어,좋은 걸 수도 있어요.,0,
변화가 없어,마음에 따라 얼마든지 바뀔 수 있어요.,0,
변화를 좀 주고 싶다.,긍정적으로 바뀔 수 있어요,0,
별 보러 가고 싶다,로맨틱하네요.,0,
별 보러 시골 가고 싶다,로맨틱하네요.,0,
별 사람이 많다,그걸 깨닫다니 대단하시군요.,0,
별 일 없었어?,그런 척 하는 걸 수도 있어요.,0,
별다른 게 없는 일상,그게 행복일지도 몰라요.,0,
별다른 게 없어,인생이 그런 거예요. 그러다가 다른 게 나타나죠.,0,
별다를 게 없는 하루,작은것에 감사하는 마음을 가져보세요.,0,
별의별 사람이 다 있는 듯,정말 특이한 사람 많죠.,0,
별이 안 보여,한적한 시골에서 하늘을 올려봐보세요.,0,
병무청 시계는 지금도 간다,군대 시계는 멈추지 않아요.,0,
병원 너무 가기 싫다,더 아프기 전에 가보세요.,0,
보기만해도 짜증이 나지,짜증날 때는 기분 푸는 음악 어때요?,0,
보너스 깎였어,월급이 깎인 것보다 낫죠.,0,
보름달 떴다,소원을 비세요.,0,
보름달을 봤어,제 얼굴 보셨나봐요.,0,
보이스피싱 당했어,신고하세요.,0,
보이스피싱 전화왔어,신고하세요.,0,
보일러 틀고 나갔어ㅠㅠ,이번달 난방비가 많이 나오겠네요.,0,
보일러 틀어놓고 나왔어.,이번달 난방비가 많이 나오겠네요.,0,
보조 배터리 안 가지고 왔다,빌려 보세요.,0,
보조베터리 안 가져왔다,빌려 보세요.,0,
보증금 마련하는 게 쉽지 않네,은행에 가서 상담 받아보세요.,0,
보증금 모잘라,은행에 가서 상담 받아보세요.,0,
보험 많이 든 거 같애,미래를 더 준비하고 있나봐요.,0,
보험료 설계 다시 해야 하나?,재설계가 필요하다면 하는 게 좋을 것 같습니다.,0,
